Age,Gender,MaritalStatus,IncomeLevel,InteractionDate,InteractionType,ResolutionStatus,LastLoginDate,LoginFrequency,ServiceUsage,AmountSpent,ProductCategory,MonthYear,ChurnStatus,IncomeLevelClass
24.0,F,Single,Medium,2022-09-05,Complaint,Unresolved,2023-11-19,18.0,Website,27.36,Furniture,2022-09,0.0,2
63.0,F,Widowed,Low,2022-08-13,Complaint,Resolved,2023-08-03,3.0,Mobile App,456.04,Clothing,2022-02,1.0,1
48.0,M,Widowed,Low,2022-07-31,Complaint,Unresolved,2023-02-27,16.0,Website,447.39,Clothing,2022-09,0.0,1
33.0,F,Married,Medium,2022-06-27,Complaint,Unresolved,2023-11-16,49.0,Website,215.41,Clothing,2022-09,1.0,2
59.0,F,Divorced,High,2022-08-13,Complaint,Resolved,2023-01-16,42.0,Website,10.61,Clothing,2022-07,0.0,3
56.0,M,Single,Medium,2022-03-13,Feedback,Resolved,2023-01-07,18.0,Online Banking,391.77,Groceries,2022-07,0.0,2
61.0,F,Married,Medium,2022-11-15,Feedback,Resolved,2023-08-17,44.0,Website,208.23,Books,2022-08,1.0,2
36.0,M,Married,Medium,2022-08-12,Feedback,Unresolved,2023-07-23,15.0,Website,403.3,Groceries,2022-06,0.0,2
25.0,M,Widowed,High,2022-02-05,Feedback,Resolved,2023-11-28,41.0,Online Banking,162.91,Groceries,2022-11,0.0,3
46.0,M,Divorced,Medium,2022-08-19,Feedback,Unresolved,2023-11-04,37.0,Online Banking,318.24,Furniture,2022-10,0.0,2
19.0,M,Divorced,Low,2022-02-19,Feedback,Resolved,2023-04-21,23.0,Mobile App,290.28,Groceries,2022-07,0.0,1
59.0,F,Widowed,High,2022-05-14,Inquiry,Resolved,2023-12-10,26.0,Online Banking,86.67,Groceries,2022-02,0.0,3
20.0,M,Single,Medium,2022-11-25,Feedback,Unresolved,2023-09-27,7.0,Online Banking,478.44,Furniture,2022-08,0.0,2
68.0,M,Widowed,Medium,2022-02-27,Complaint,Unresolved,2023-04-26,48.0,Online Banking,488.18,Clothing,2022-11,0.0,2
46.0,M,Married,Medium,2022-07-28,Feedback,Resolved,2023-04-30,21.0,Website,166.5,Groceries,2022-06,0.0,2
32.0,F,Widowed,Medium,2022-06-27,Inquiry,Unresolved,2023-03-30,29.0,Website,89.47,Furniture,2022-12,0.0,2
55.0,M,Divorced,Medium,2022-11-07,Inquiry,Unresolved,2023-11-24,45.0,Website,58.39,Electronics,2022-12,0.0,2
45.0,M,Single,Medium,2022-11-19,Inquiry,Unresolved,2023-06-15,7.0,Online Banking,482.75,Clothing,2022-05,1.0,2
54.0,M,Married,Low,2022-07-11,Feedback,Resolved,2023-08-15,6.0,Online Banking,147.45,Books,2022-03,0.0,1
49.0,M,Married,High,2022-11-26,Inquiry,Resolved,2023-09-17,27.0,Online Banking,127.65,Groceries,2022-03,1.0,3
47.0,M,Divorced,Low,2022-09-10,Feedback,Unresolved,2023-09-11,43.0,Mobile App,115.9,Books,2022-11,1.0,1
68.0,M,Widowed,Medium,2022-06-13,Feedback,Resolved,2023-06-28,46.0,Website,391.42,Electronics,2022-04,0.0,2
64.0,M,Married,Medium,2022-03-10,Inquiry,Unresolved,2023-02-23,17.0,Website,160.81,Electronics,2022-11,1.0,2
47.0,M,Widowed,Medium,2022-11-13,Complaint,Resolved,2023-03-11,24.0,Mobile App,182.65,Books,2022-03,0.0,2
68.0,M,Married,Low,2022-09-07,Inquiry,Unresolved,2023-08-11,28.0,Website,389.5,Electronics,2022-08,0.0,1
51.0,M,Divorced,Medium,2022-02-07,Inquiry,Unresolved,2023-07-01,26.0,Website,450.67,Furniture,2022-10,0.0,2
30.0,M,Married,Low,2022-07-22,Feedback,Unresolved,2023-08-30,38.0,Online Banking,344.06,Books,2022-05,1.0,1
50.0,M,Married,High,2022-03-27,Feedback,Unresolved,2023-05-17,26.0,Online Banking,425.15,Groceries,2022-09,0.0,3
59.0,F,Single,Low,2022-11-16,Inquiry,Unresolved,2023-05-18,40.0,Website,401.03,Electronics,2022-05,0.0,1
34.0,F,Married,Low,2022-06-10,Complaint,Unresolved,2023-03-30,1.0,Mobile App,297.13,Clothing,2022-09,0.0,1
20.0,M,Divorced,High,2022-03-17,Feedback,Unresolved,2023-02-19,19.0,Mobile App,236.51,Electronics,2022-04,0.0,3
26.0,F,Married,Medium,2022-07-26,Inquiry,Unresolved,2023-01-31,26.0,Mobile App,405.19,Books,2022-05,0.0,2
69.0,F,Divorced,Low,2022-12-19,Inquiry,Resolved,2023-07-10,35.0,Mobile App,224.86,Clothing,2022-08,0.0,1
28.0,F,Widowed,High,2022-07-07,Feedback,Resolved,2023-12-07,16.0,Online Banking,48.9,Electronics,2022-01,1.0,3
66.0,M,Divorced,Low,2022-09-24,Inquiry,Unresolved,2023-06-25,13.0,Mobile App,11.23,Groceries,2022-08,1.0,1
44.0,F,Widowed,Low,2022-08-30,Feedback,Unresolved,2023-09-25,10.0,Website,376.94,Groceries,2022-10,0.0,1
45.0,F,Married,High,2022-07-14,Complaint,Resolved,2023-08-13,8.0,Mobile App,230.72,Electronics,2022-05,0.0,3
19.0,M,Divorced,Low,2022-03-04,Inquiry,Unresolved,2023-10-12,27.0,Mobile App,309.14,Groceries,2022-04,0.0,1
18.0,F,Single,High,2022-02-28,Complaint,Resolved,2023-09-01,26.0,Mobile App,248.79,Electronics,2022-09,0.0,3
23.0,F,Divorced,Low,2022-10-18,Complaint,Unresolved,2023-04-12,3.0,Mobile App,24.17,Furniture,2022-09,0.0,1
42.0,F,Widowed,Medium,2022-06-12,Feedback,Resolved,2023-08-24,45.0,Online Banking,109.98,Groceries,2022-04,0.0,2
52.0,F,Widowed,High,2022-09-11,Feedback,Resolved,2023-06-15,36.0,Online Banking,333.98,Electronics,2022-01,0.0,3
33.0,M,Single,Medium,2022-10-18,Feedback,Unresolved,2023-10-22,41.0,Online Banking,376.77,Groceries,2022-06,0.0,2
21.0,F,Divorced,Low,2022-06-24,Feedback,Resolved,2023-10-19,8.0,Online Banking,75.54,Electronics,2022-08,0.0,1
64.0,M,Married,Medium,2022-05-10,Complaint,Unresolved,2023-06-03,32.0,Website,93.12,Groceries,2022-12,0.0,2
55.0,F,Divorced,High,2022-03-09,Feedback,Resolved,2023-11-06,19.0,Website,159.17,Groceries,2022-04,0.0,3
61.0,F,Divorced,Low,2022-09-17,Inquiry,Unresolved,2023-04-02,12.0,Online Banking,369.06,Furniture,2022-02,0.0,1
37.0,F,Divorced,High,2022-09-15,Complaint,Resolved,2023-02-28,45.0,Online Banking,478.02,Electronics,2022-03,0.0,3
42.0,F,Single,Low,2022-03-18,Complaint,Unresolved,2023-04-01,45.0,Mobile App,213.92,Clothing,2022-06,0.0,1
24.0,F,Single,Medium,2022-06-15,Feedback,Unresolved,2023-07-02,13.0,Mobile App,256.79,Clothing,2022-06,0.0,2
38.0,M,Single,Medium,2022-12-04,Feedback,Resolved,2023-01-23,44.0,Online Banking,69.09,Electronics,2022-02,1.0,2
24.0,M,Single,High,2022-03-14,Inquiry,Resolved,2023-06-07,48.0,Online Banking,372.66,Books,2022-05,0.0,3
46.0,M,Single,High,2022-06-11,Inquiry,Unresolved,2023-11-16,45.0,Mobile App,228.16,Books,2022-12,0.0,3
69.0,F,Married,Low,2022-12-16,Complaint,Unresolved,2023-07-05,7.0,Website,191.7,Furniture,2022-08,1.0,1
24.0,M,Divorced,High,2022-09-01,Feedback,Resolved,2023-04-22,47.0,Online Banking,431.47,Electronics,2022-06,0.0,3
20.0,F,Divorced,High,2022-02-07,Feedback,Unresolved,2023-08-31,47.0,Website,402.2,Furniture,2022-01,0.0,3
46.0,M,Married,Medium,2022-05-13,Complaint,Unresolved,2023-12-24,16.0,Website,234.41,Electronics,2022-08,0.0,2
46.0,M,Married,High,2022-08-16,Feedback,Resolved,2023-06-22,32.0,Mobile App,397.8,Books,2022-01,0.0,3
56.0,M,Married,High,2022-04-24,Complaint,Resolved,2023-09-14,9.0,Mobile App,352.46,Clothing,2022-08,1.0,3
55.0,F,Married,Low,2022-08-25,Feedback,Unresolved,2023-08-19,26.0,Online Banking,120.37,Clothing,2022-02,0.0,1
23.0,M,Single,Medium,2022-02-23,Complaint,Unresolved,2023-07-24,48.0,Mobile App,498.24,Clothing,2022-08,0.0,2
63.0,F,Divorced,Medium,2022-10-29,Complaint,Unresolved,2023-07-27,40.0,Website,461.47,Electronics,2022-05,1.0,2
27.0,M,Married,Low,2022-12-30,Complaint,Unresolved,2023-07-29,47.0,Website,337.7,Books,2022-10,0.0,1
54.0,F,Widowed,Medium,2022-03-08,Inquiry,Resolved,2023-11-24,20.0,Online Banking,280.48,Electronics,2022-07,0.0,2
31.0,F,Married,Low,2022-12-15,Feedback,Unresolved,2023-10-05,6.0,Website,198.5,Electronics,2022-03,0.0,1
39.0,F,Divorced,Low,2022-02-07,Complaint,Unresolved,2023-01-24,11.0,Mobile App,461.27,Electronics,2022-02,0.0,1
49.0,F,Widowed,High,2022-12-20,Inquiry,Resolved,2023-12-22,29.0,Online Banking,356.74,Clothing,2022-07,0.0,3
35.0,F,Married,High,2022-10-22,Complaint,Resolved,2023-01-11,7.0,Mobile App,207.97,Electronics,2022-03,1.0,3
53.0,F,Single,Low,2022-06-25,Feedback,Resolved,2023-06-24,29.0,Website,493.64,Electronics,2022-02,0.0,1
63.0,F,Single,High,2022-02-05,Feedback,Resolved,2023-10-01,43.0,Mobile App,46.89,Clothing,2022-04,0.0,3
69.0,F,Widowed,High,2022-03-31,Feedback,Resolved,2023-01-12,4.0,Online Banking,445.89,Groceries,2022-08,0.0,3
26.0,F,Single,Medium,2022-03-17,Complaint,Resolved,2023-02-09,24.0,Mobile App,88.04,Clothing,2022-09,1.0,2
43.0,F,Widowed,Medium,2022-02-23,Feedback,Resolved,2023-02-10,3.0,Website,490.3,Clothing,2022-09,1.0,2
39.0,M,Married,High,2022-03-20,Complaint,Unresolved,2023-07-11,12.0,Online Banking,142.43,Furniture,2022-06,0.0,3
63.0,F,Divorced,Low,2022-07-21,Inquiry,Resolved,2023-07-03,35.0,Website,472.91,Clothing,2022-04,0.0,1
55.0,M,Widowed,Low,2022-06-06,Inquiry,Resolved,2023-02-14,8.0,Mobile App,151.5,Groceries,2022-06,1.0,1
40.0,M,Married,High,2022-08-12,Complaint,Unresolved,2023-12-18,38.0,Online Banking,426.75,Clothing,2022-12,0.0,3
34.0,F,Widowed,High,2022-07-18,Complaint,Resolved,2023-01-18,41.0,Online Banking,485.11,Groceries,2022-09,0.0,3
43.0,M,Divorced,Low,2022-10-09,Complaint,Resolved,2023-12-31,38.0,Mobile App,323.48,Electronics,2022-03,1.0,1
64.0,F,Single,Medium,2022-07-20,Inquiry,Unresolved,2023-09-16,15.0,Mobile App,481.57,Electronics,2022-07,0.0,2
55.0,F,Single,Medium,2022-02-27,Inquiry,Resolved,2023-11-03,5.0,Website,345.04,Books,2022-05,0.0,2
19.0,M,Widowed,Low,2022-08-16,Feedback,Resolved,2023-05-16,40.0,Website,306.78,Groceries,2022-06,0.0,1
23.0,F,Divorced,High,2022-06-14,Inquiry,Unresolved,2023-03-27,16.0,Online Banking,157.67,Clothing,2022-11,0.0,3
24.0,M,Married,Medium,2022-02-20,Inquiry,Resolved,2023-01-02,46.0,Online Banking,186.63,Books,2022-09,0.0,2
30.0,M,Married,Low,2022-01-21,Inquiry,Resolved,2023-09-29,28.0,Website,395.87,Clothing,2022-07,0.0,1
44.0,M,Married,High,2022-01-16,Feedback,Resolved,2023-07-21,13.0,Mobile App,144.28,Books,2022-02,0.0,3
28.0,M,Widowed,High,2022-12-03,Feedback,Unresolved,2023-04-29,41.0,Website,198.99,Books,2022-03,0.0,3
32.0,F,Single,Medium,2022-12-01,Feedback,Resolved,2023-02-26,11.0,Website,419.85,Electronics,2022-10,0.0,2
26.0,F,Widowed,High,2022-07-07,Complaint,Resolved,2023-11-30,37.0,Mobile App,410.66,Books,2022-10,0.0,3
25.0,F,Widowed,Low,2022-04-19,Feedback,Resolved,2023-03-12,3.0,Website,339.16,Furniture,2022-08,0.0,1
63.0,M,Widowed,Low,2022-01-24,Feedback,Unresolved,2023-09-08,8.0,Mobile App,75.7,Books,2022-07,0.0,1
23.0,F,Married,Low,2022-10-19,Complaint,Unresolved,2023-06-02,38.0,Online Banking,484.18,Books,2022-03,0.0,1
65.0,M,Divorced,Low,2022-03-03,Feedback,Unresolved,2023-01-11,47.0,Mobile App,459.0,Books,2022-12,1.0,1
60.0,M,Widowed,High,2022-02-03,Feedback,Resolved,2023-05-03,34.0,Website,249.26,Furniture,2022-07,0.0,3
21.0,M,Married,Low,2022-07-19,Complaint,Resolved,2023-07-12,38.0,Mobile App,34.12,Clothing,2022-12,0.0,1
28.0,M,Widowed,Medium,2022-06-09,Feedback,Resolved,2023-12-16,42.0,Online Banking,405.03,Clothing,2022-11,0.0,2
68.0,M,Widowed,High,2022-10-14,Feedback,Unresolved,2023-01-30,24.0,Website,267.25,Electronics,2022-06,0.0,3
45.0,M,Married,High,2022-01-10,Feedback,Unresolved,2023-04-28,18.0,Website,418.07,Groceries,2022-09,0.0,3
43.0,F,Divorced,High,2022-05-23,Inquiry,Unresolved,2023-04-03,25.0,Website,128.42,Furniture,2022-09,0.0,3
21.0,F,Divorced,Low,2022-02-02,Feedback,Unresolved,2023-06-02,13.0,Website,186.82,Clothing,2022-01,0.0,1
32.0,F,Single,High,2022-04-07,Inquiry,Unresolved,2023-10-24,39.0,Website,387.19,Clothing,2022-07,0.0,3
36.0,M,Widowed,Low,2022-10-12,Complaint,Unresolved,2023-10-14,22.0,Mobile App,489.82,Clothing,2022-10,0.0,1
23.0,M,Single,Low,2022-06-26,Feedback,Resolved,2023-08-29,30.0,Online Banking,203.23,Books,2022-11,0.0,1
22.0,F,Married,High,2022-02-06,Feedback,Resolved,2023-08-13,30.0,Mobile App,346.68,Groceries,2022-11,0.0,3
35.0,F,Widowed,High,2022-02-23,Feedback,Resolved,2023-05-05,37.0,Website,439.53,Groceries,2022-03,0.0,3
23.0,F,Married,Low,2022-10-27,Feedback,Unresolved,2023-02-09,45.0,Mobile App,78.65,Clothing,2022-05,0.0,1
48.0,M,Single,High,2022-05-07,Feedback,Unresolved,2023-12-20,43.0,Website,13.04,Groceries,2022-12,0.0,3
42.0,F,Married,High,2022-03-20,Feedback,Resolved,2023-12-20,15.0,Online Banking,444.84,Books,2022-04,0.0,3
21.0,F,Married,Low,2022-11-15,Feedback,Unresolved,2023-12-16,35.0,Mobile App,398.49,Furniture,2022-10,0.0,1
23.0,M,Divorced,Low,2022-02-10,Inquiry,Unresolved,2023-01-15,6.0,Online Banking,174.35,Clothing,2022-08,1.0,1
58.0,M,Widowed,High,2022-08-17,Inquiry,Unresolved,2023-09-04,11.0,Mobile App,19.9,Clothing,2022-10,0.0,3
54.0,F,Widowed,Low,2022-06-24,Feedback,Resolved,2023-10-05,28.0,Website,290.43,Books,2022-02,0.0,1
67.0,F,Widowed,Low,2022-01-17,Inquiry,Unresolved,2023-03-03,30.0,Website,129.94,Groceries,2022-04,0.0,1
42.0,M,Married,Medium,2022-07-04,Feedback,Unresolved,2023-05-13,16.0,Mobile App,87.74,Electronics,2022-04,0.0,2
51.0,M,Divorced,High,2022-12-07,Feedback,Resolved,2023-05-25,28.0,Mobile App,32.37,Electronics,2022-12,0.0,3
36.0,M,Single,High,2022-06-14,Inquiry,Resolved,2023-10-07,25.0,Online Banking,60.04,Books,2022-04,0.0,3
51.0,M,Widowed,High,2022-01-25,Inquiry,Unresolved,2023-05-27,48.0,Online Banking,334.2,Furniture,2022-12,0.0,3
32.0,F,Married,High,2022-10-30,Complaint,Resolved,2023-06-22,30.0,Website,22.57,Electronics,2022-08,0.0,3
67.0,F,Divorced,High,2022-10-09,Complaint,Unresolved,2023-03-30,45.0,Online Banking,177.93,Furniture,2022-04,1.0,3
25.0,F,Divorced,Low,2022-07-23,Inquiry,Resolved,2023-07-28,14.0,Online Banking,64.75,Furniture,2022-03,0.0,1
61.0,F,Widowed,High,2022-02-26,Feedback,Resolved,2023-06-09,27.0,Website,104.43,Groceries,2022-12,0.0,3
64.0,F,Divorced,High,2022-01-18,Inquiry,Unresolved,2023-06-10,48.0,Website,336.59,Furniture,2022-07,0.0,3
66.0,M,Divorced,Medium,2022-02-02,Inquiry,Unresolved,2023-12-18,30.0,Mobile App,395.38,Groceries,2022-01,0.0,2
51.0,M,Married,Low,2022-03-22,Inquiry,Unresolved,2023-12-02,10.0,Online Banking,347.15,Electronics,2022-10,0.0,1
35.0,F,Single,High,2022-03-12,Complaint,Resolved,2023-02-06,20.0,Mobile App,185.34,Groceries,2022-06,1.0,3
47.0,M,Divorced,High,2022-12-11,Inquiry,Unresolved,2023-02-26,44.0,Online Banking,385.58,Groceries,2022-10,0.0,3
30.0,F,Single,High,2022-07-02,Feedback,Resolved,2023-08-21,7.0,Website,246.37,Clothing,2022-07,0.0,3
64.0,F,Divorced,High,2022-08-14,Feedback,Unresolved,2023-08-24,34.0,Website,485.08,Books,2022-03,0.0,3
50.0,F,Divorced,Low,2022-08-05,Complaint,Unresolved,2023-12-07,27.0,Website,432.79,Furniture,2022-08,0.0,1
52.0,F,Divorced,Medium,2022-03-28,Inquiry,Unresolved,2023-06-26,23.0,Online Banking,373.09,Books,2022-07,1.0,2
69.0,M,Widowed,Medium,2022-09-05,Feedback,Resolved,2023-11-04,46.0,Website,243.07,Books,2022-08,0.0,2
41.0,F,Widowed,High,2022-11-05,Complaint,Unresolved,2023-02-19,45.0,Website,73.02,Electronics,2022-07,0.0,3
43.0,F,Widowed,Medium,2022-08-19,Complaint,Unresolved,2023-08-09,25.0,Mobile App,445.69,Clothing,2022-06,0.0,2
64.0,F,Single,Medium,2022-07-03,Complaint,Resolved,2023-09-06,28.0,Mobile App,258.55,Electronics,2022-08,1.0,2
68.0,M,Single,Medium,2022-06-11,Complaint,Resolved,2023-08-07,18.0,Online Banking,118.45,Books,2022-01,0.0,2
61.0,F,Widowed,Medium,2022-03-08,Feedback,Resolved,2023-03-12,13.0,Website,241.68,Books,2022-07,0.0,2
59.0,M,Single,Medium,2022-02-17,Complaint,Resolved,2023-01-30,13.0,Online Banking,348.91,Electronics,2022-08,0.0,2
64.0,M,Married,Low,2022-10-01,Inquiry,Resolved,2023-01-07,45.0,Online Banking,35.38,Clothing,2022-05,0.0,1
18.0,F,Single,Low,2022-03-09,Complaint,Unresolved,2023-11-06,34.0,Mobile App,388.8,Groceries,2022-06,1.0,1
30.0,M,Married,Low,2022-01-26,Feedback,Unresolved,2023-04-28,14.0,Mobile App,29.66,Books,2022-06,1.0,1
27.0,M,Widowed,Medium,2022-02-16,Inquiry,Resolved,2023-02-15,28.0,Mobile App,38.65,Groceries,2022-10,0.0,2
36.0,F,Married,Low,2022-09-03,Complaint,Unresolved,2023-12-07,13.0,Online Banking,430.59,Electronics,2022-09,0.0,1
22.0,F,Widowed,Medium,2022-07-29,Feedback,Unresolved,2023-07-09,34.0,Website,177.59,Clothing,2022-02,0.0,2
25.0,M,Widowed,Medium,2022-05-26,Feedback,Resolved,2023-08-10,5.0,Mobile App,433.5,Clothing,2022-10,0.0,2
21.0,F,Widowed,Low,2022-12-28,Complaint,Resolved,2023-08-22,40.0,Mobile App,108.73,Books,2022-03,0.0,1
66.0,M,Single,High,2022-12-29,Feedback,Resolved,2023-05-26,10.0,Mobile App,213.27,Electronics,2022-01,0.0,3
30.0,F,Divorced,Medium,2022-07-23,Feedback,Resolved,2023-01-30,36.0,Website,44.73,Books,2022-05,0.0,2
55.0,F,Divorced,Medium,2022-08-25,Inquiry,Unresolved,2023-04-13,6.0,Online Banking,49.77,Furniture,2022-02,0.0,2
63.0,F,Married,Low,2022-11-03,Complaint,Resolved,2023-04-30,21.0,Online Banking,91.31,Groceries,2022-01,0.0,1
66.0,M,Divorced,Medium,2022-11-26,Feedback,Resolved,2023-07-07,35.0,Website,154.69,Groceries,2022-06,0.0,2
63.0,M,Widowed,Medium,2022-12-14,Inquiry,Unresolved,2023-11-24,16.0,Online Banking,40.42,Books,2022-01,0.0,2
36.0,M,Divorced,Medium,2022-07-01,Feedback,Unresolved,2023-08-01,20.0,Website,496.79,Groceries,2022-11,1.0,2
69.0,F,Married,Low,2022-05-19,Complaint,Resolved,2023-08-06,31.0,Mobile App,127.19,Books,2022-01,0.0,1
67.0,M,Widowed,High,2022-03-13,Inquiry,Unresolved,2023-09-22,5.0,Website,434.22,Clothing,2022-04,1.0,3
25.0,F,Single,High,2022-06-17,Feedback,Resolved,2023-07-24,6.0,Online Banking,493.54,Groceries,2022-11,0.0,3
44.0,F,Widowed,Low,2022-05-14,Feedback,Resolved,2023-07-17,2.0,Mobile App,325.98,Groceries,2022-04,0.0,1
67.0,M,Widowed,Medium,2022-03-09,Complaint,Unresolved,2023-10-19,39.0,Mobile App,377.72,Clothing,2022-10,0.0,2
64.0,F,Married,High,2022-12-14,Feedback,Resolved,2023-01-28,22.0,Mobile App,157.24,Furniture,2022-03,0.0,3
47.0,M,Single,Low,2022-09-10,Complaint,Resolved,2023-09-07,11.0,Mobile App,408.06,Electronics,2022-03,1.0,1
21.0,F,Widowed,Low,2022-10-31,Inquiry,Resolved,2023-08-10,15.0,Website,8.89,Books,2022-09,0.0,1
28.0,M,Single,Medium,2022-09-22,Feedback,Resolved,2023-08-09,13.0,Online Banking,29.7,Groceries,2022-02,0.0,2
38.0,F,Widowed,Medium,2022-02-17,Complaint,Resolved,2023-10-08,33.0,Online Banking,194.97,Furniture,2022-02,0.0,2
60.0,F,Widowed,Low,2022-01-01,Inquiry,Resolved,2023-09-10,46.0,Mobile App,258.83,Clothing,2022-04,0.0,1
19.0,M,Married,Low,2022-03-26,Complaint,Unresolved,2023-05-10,14.0,Website,191.97,Books,2022-05,0.0,1
38.0,M,Widowed,Low,2022-10-17,Feedback,Unresolved,2023-08-20,39.0,Online Banking,378.87,Furniture,2022-10,1.0,1
34.0,F,Widowed,High,2022-01-02,Inquiry,Unresolved,2023-09-20,2.0,Website,25.75,Electronics,2022-03,1.0,3
60.0,M,Widowed,Medium,2022-05-02,Complaint,Unresolved,2023-04-28,10.0,Website,169.4,Electronics,2022-01,0.0,2
68.0,F,Divorced,Low,2022-05-22,Inquiry,Resolved,2023-12-21,42.0,Website,326.0,Books,2022-12,1.0,1
46.0,F,Single,Medium,2022-12-19,Feedback,Unresolved,2023-08-06,30.0,Online Banking,398.92,Groceries,2022-01,0.0,2
44.0,F,Married,High,2022-06-30,Inquiry,Unresolved,2023-10-14,32.0,Website,271.46,Furniture,2022-04,0.0,3
41.0,F,Married,Low,2022-12-09,Feedback,Resolved,2023-05-23,9.0,Website,50.47,Electronics,2022-11,0.0,1
66.0,F,Married,Medium,2022-08-30,Complaint,Unresolved,2023-12-31,48.0,Online Banking,217.0,Furniture,2022-07,0.0,2
20.0,M,Widowed,High,2022-02-21,Feedback,Resolved,2023-02-09,16.0,Website,196.98,Groceries,2022-04,0.0,3
56.0,M,Single,Low,2022-09-24,Complaint,Unresolved,2023-12-29,39.0,Website,422.9,Books,2022-06,0.0,1
27.0,M,Divorced,Medium,2022-12-14,Inquiry,Resolved,2023-05-27,5.0,Mobile App,349.33,Furniture,2022-03,0.0,2
20.0,F,Divorced,Low,2022-03-31,Inquiry,Resolved,2023-01-03,46.0,Mobile App,263.08,Clothing,2022-08,1.0,1
62.0,M,Married,Medium,2022-09-11,Complaint,Unresolved,2023-05-28,15.0,Online Banking,226.07,Electronics,2022-09,0.0,2
59.0,M,Single,Medium,2022-03-29,Inquiry,Resolved,2023-09-05,4.0,Website,378.98,Groceries,2022-05,0.0,2
43.0,M,Divorced,High,2022-07-14,Feedback,Unresolved,2023-09-07,24.0,Mobile App,367.1,Electronics,2022-08,0.0,3
54.0,F,Married,High,2022-04-28,Feedback,Resolved,2023-11-14,25.0,Website,399.28,Electronics,2022-07,0.0,3
44.0,M,Divorced,High,2022-03-11,Feedback,Unresolved,2023-12-19,37.0,Website,82.91,Furniture,2022-06,0.0,3
22.0,M,Divorced,High,2022-03-24,Feedback,Resolved,2023-01-17,24.0,Website,290.67,Books,2022-08,0.0,3
59.0,M,Single,High,2022-08-04,Feedback,Resolved,2023-08-20,42.0,Online Banking,52.3,Clothing,2022-05,1.0,3
28.0,F,Married,Medium,2022-01-09,Feedback,Unresolved,2023-02-28,13.0,Mobile App,259.3,Electronics,2022-09,1.0,2
30.0,M,Divorced,High,2022-10-27,Complaint,Unresolved,2023-08-18,20.0,Online Banking,313.26,Books,2022-12,0.0,3
58.0,F,Widowed,Medium,2022-09-15,Complaint,Resolved,2023-02-10,5.0,Mobile App,492.32,Clothing,2022-02,0.0,2
51.0,F,Widowed,Medium,2022-07-21,Feedback,Resolved,2023-02-17,20.0,Online Banking,184.49,Books,2022-10,0.0,2
55.0,M,Divorced,Low,2022-05-09,Complaint,Resolved,2023-04-08,18.0,Online Banking,184.18,Furniture,2022-09,0.0,1
57.0,F,Single,Medium,2022-08-11,Feedback,Resolved,2023-03-09,39.0,Mobile App,303.76,Clothing,2022-05,1.0,2
50.0,M,Single,Medium,2022-03-02,Feedback,Resolved,2023-12-08,49.0,Website,53.41,Furniture,2022-05,0.0,2
51.0,F,Divorced,High,2022-11-12,Inquiry,Resolved,2023-05-22,3.0,Online Banking,229.65,Books,2022-01,0.0,3
44.0,M,Single,Medium,2022-05-15,Inquiry,Resolved,2023-08-21,44.0,Online Banking,181.34,Clothing,2022-10,0.0,2
53.0,M,Single,High,2022-12-20,Feedback,Unresolved,2023-10-20,31.0,Online Banking,25.9,Furniture,2022-03,0.0,3
43.0,F,Widowed,Medium,2022-08-22,Inquiry,Resolved,2023-12-17,30.0,Website,297.64,Electronics,2022-11,0.0,2
68.0,M,Married,Medium,2022-05-20,Complaint,Resolved,2023-03-23,41.0,Online Banking,488.7,Furniture,2022-11,0.0,2
42.0,F,Married,High,2022-04-25,Complaint,Resolved,2023-05-06,24.0,Website,311.07,Books,2022-12,0.0,3
36.0,M,Divorced,Low,2022-11-10,Feedback,Resolved,2023-09-08,5.0,Online Banking,118.19,Furniture,2022-01,0.0,1
38.0,F,Divorced,Medium,2022-01-13,Inquiry,Resolved,2023-06-19,20.0,Mobile App,452.48,Books,2022-12,0.0,2
48.0,F,Divorced,Medium,2022-03-25,Feedback,Resolved,2023-01-29,24.0,Mobile App,297.02,Electronics,2022-03,0.0,2
46.0,F,Widowed,High,2022-04-01,Feedback,Resolved,2023-12-31,17.0,Online Banking,449.96,Furniture,2022-11,1.0,3
26.0,F,Widowed,High,2022-01-30,Feedback,Unresolved,2023-02-04,8.0,Online Banking,483.63,Groceries,2022-09,0.0,3
36.0,F,Single,Low,2022-10-02,Inquiry,Resolved,2023-11-11,21.0,Website,148.79,Clothing,2022-03,0.0,1
43.0,M,Widowed,Low,2022-07-17,Complaint,Unresolved,2023-07-18,14.0,Mobile App,152.24,Groceries,2022-12,1.0,1
42.0,M,Married,Low,2022-02-20,Inquiry,Unresolved,2023-10-09,38.0,Online Banking,229.04,Furniture,2022-01,1.0,1
57.0,F,Widowed,Medium,2022-10-15,Inquiry,Resolved,2023-10-12,32.0,Online Banking,143.19,Books,2022-12,0.0,2
60.0,M,Divorced,Medium,2022-11-22,Feedback,Unresolved,2023-06-13,36.0,Online Banking,388.28,Furniture,2022-01,0.0,2
46.0,M,Married,High,2022-10-16,Inquiry,Resolved,2023-07-17,40.0,Website,210.19,Electronics,2022-04,0.0,3
42.0,F,Single,High,2022-06-09,Complaint,Resolved,2023-09-03,4.0,Mobile App,361.37,Books,2022-04,1.0,3
36.0,F,Married,High,2022-06-28,Complaint,Resolved,2023-08-22,21.0,Website,167.09,Electronics,2022-05,0.0,3
